title,table_number,cell_number,level,total,white,black,aian,asian,nhopi,sor,two,hispanic,sex,start_age,end_age,median_age
9 years,PCT12F,PCT012F116,tract,missing,N,N,N,N,N,Y,missing,missing,female,9,9,missing
10 years,PCT12F,PCT012F117,tract,missing,N,N,N,N,N,Y,missing,missing,female,10,10,missing
11 years,PCT12F,PCT012F118,tract,missing,N,N,N,N,N,Y,missing,missing,female,11,11,missing
12 years,PCT12F,PCT012F119,tract,missing,N,N,N,N,N,Y,missing,missing,female,12,12,missing
13 years,PCT12F,PCT012F120,tract,missing,N,N,N,N,N,Y,missing,missing,female,13,13,missing
14 years,PCT12F,PCT012F121,tract,missing,N,N,N,N,N,Y,missing,missing,female,14,14,missing
15 years,PCT12F,PCT012F122,tract,missing,N,N,N,N,N,Y,missing,missing,female,15,15,missing
16 years,PCT12F,PCT012F123,tract,missing,N,N,N,N,N,Y,missing,missing,female,16,16,missing
17 years,PCT12F,PCT012F124,tract,missing,N,N,N,N,N,Y,missing,missing,female,17,17,missing
18 years,PCT12F,PCT012F125,tract,missing,N,N,N,N,N,Y,missing,missing,female,18,18,missing
19 years,PCT12F,PCT012F126,tract,missing,N,N,N,N,N,Y,missing,missing,female,19,19,missing
20 years,PCT12F,PCT012F127,tract,missing,N,N,N,N,N,Y,missing,missing,female,20,20,missing
21 years,PCT12F,PCT012F128,tract,missing,N,N,N,N,N,Y,missing,missing,female,21,21,missing
22 years,PCT12F,PCT012F129,tract,missing,N,N,N,N,N,Y,missing,missing,female,22,22,missing
23 years,PCT12F,PCT012F130,tract,missing,N,N,N,N,N,Y,missing,missing,female,23,23,missing
24 years,PCT12F,PCT012F131,tract,missing,N,N,N,N,N,Y,missing,missing,female,24,24,missing
25 years,PCT12F,PCT012F132,tract,missing,N,N,N,N,N,Y,missing,missing,female,25,25,missing
26 years,PCT12F,PCT012F133,tract,missing,N,N,N,N,N,Y,missing,missing,female,26,26,missing
27 years,PCT12F,PCT012F134,tract,missing,N,N,N,N,N,Y,missing,missing,female,27,27,missing
28 years,PCT12F,PCT012F135,tract,missing,N,N,N,N,N,Y,missing,missing,female,28,28,missing
29 years,PCT12F,PCT012F136,tract,missing,N,N,N,N,N,Y,missing,missing,female,29,29,missing
30 years,PCT12F,PCT012F137,tract,missing,N,N,N,N,N,Y,missing,missing,female,30,30,missing
31 years,PCT12F,PCT012F138,tract,missing,N,N,N,N,N,Y,missing,missing,female,31,31,missing
32 years,PCT12F,PCT012F139,tract,missing,N,N,N,N,N,Y,missing,missing,female,32,32,missing
33 years,PCT12F,PCT012F140,tract,missing,N,N,N,N,N,Y,missing,missing,female,33,33,missing
34 years,PCT12F,PCT012F141,tract,missing,N,N,N,N,N,Y,missing,missing,female,34,34,missing
35 years,PCT12F,PCT012F142,tract,missing,N,N,N,N,N,Y,missing,missing,female,35,35,missing
36 years,PCT12F,PCT012F143,tract,missing,N,N,N,N,N,Y,missing,missing,female,36,36,missing
37 years,PCT12F,PCT012F144,tract,missing,N,N,N,N,N,Y,missing,missing,female,37,37,missing
38 years,PCT12F,PCT012F145,tract,missing,N,N,N,N,N,Y,missing,missing,female,38,38,missing
39 years,PCT12F,PCT012F146,tract,missing,N,N,N,N,N,Y,missing,missing,female,39,39,missing
40 years,PCT12F,PCT012F147,tract,missing,N,N,N,N,N,Y,missing,missing,female,40,40,missing
41 years,PCT12F,PCT012F148,tract,missing,N,N,N,N,N,Y,missing,missing,female,41,41,missing
42 years,PCT12F,PCT012F149,tract,missing,N,N,N,N,N,Y,missing,missing,female,42,42,missing
43 years,PCT12F,PCT012F150,tract,missing,N,N,N,N,N,Y,missing,missing,female,43,43,missing
44 years,PCT12F,PCT012F151,tract,missing,N,N,N,N,N,Y,missing,missing,female,44,44,missing
45 years,PCT12F,PCT012F152,tract,missing,N,N,N,N,N,Y,missing,missing,female,45,45,missing
46 years,PCT12F,PCT012F153,tract,missing,N,N,N,N,N,Y,missing,missing,female,46,46,missing
47 years,PCT12F,PCT012F154,tract,missing,N,N,N,N,N,Y,missing,missing,female,47,47,missing
48 years,PCT12F,PCT012F155,tract,missing,N,N,N,N,N,Y,missing,missing,female,48,48,missing
49 years,PCT12F,PCT012F156,tract,missing,N,N,N,N,N,Y,missing,missing,female,49,49,missing
50 years,PCT12F,PCT012F157,tract,missing,N,N,N,N,N,Y,missing,missing,female,50,50,missing
51 years,PCT12F,PCT012F158,tract,missing,N,N,N,N,N,Y,missing,missing,female,51,51,missing
52 years,PCT12F,PCT012F159,tract,missing,N,N,N,N,N,Y,missing,missing,female,52,52,missing
53 years,PCT12F,PCT012F160,tract,missing,N,N,N,N,N,Y,missing,missing,female,53,53,missing
54 years,PCT12F,PCT012F161,tract,missing,N,N,N,N,N,Y,missing,missing,female,54,54,missing
55 years,PCT12F,PCT012F162,tract,missing,N,N,N,N,N,Y,missing,missing,female,55,55,missing
56 years,PCT12F,PCT012F163,tract,missing,N,N,N,N,N,Y,missing,missing,female,56,56,missing
57 years,PCT12F,PCT012F164,tract,missing,N,N,N,N,N,Y,missing,missing,female,57,57,missing
58 years,PCT12F,PCT012F165,tract,missing,N,N,N,N,N,Y,missing,missing,female,58,58,missing
59 years,PCT12F,PCT012F166,tract,missing,N,N,N,N,N,Y,missing,missing,female,59,59,missing
60 years,PCT12F,PCT012F167,tract,missing,N,N,N,N,N,Y,missing,missing,female,60,60,missing
61 years,PCT12F,PCT012F168,tract,missing,N,N,N,N,N,Y,missing,missing,female,61,61,missing
62 years,PCT12F,PCT012F169,tract,missing,N,N,N,N,N,Y,missing,missing,female,62,62,missing
63 years,PCT12F,PCT012F170,tract,missing,N,N,N,N,N,Y,missing,missing,female,63,63,missing
64 years,PCT12F,PCT012F171,tract,missing,N,N,N,N,N,Y,missing,missing,female,64,64,missing
65 years,PCT12F,PCT012F172,tract,missing,N,N,N,N,N,Y,missing,missing,female,65,65,missing
66 years,PCT12F,PCT012F173,tract,missing,N,N,N,N,N,Y,missing,missing,female,66,66,missing
67 years,PCT12F,PCT012F174,tract,missing,N,N,N,N,N,Y,missing,missing,female,67,67,missing
68 years,PCT12F,PCT012F175,tract,missing,N,N,N,N,N,Y,missing,missing,female,68,68,missing
69 years,PCT12F,PCT012F176,tract,missing,N,N,N,N,N,Y,missing,missing,female,69,69,missing
70 years,PCT12F,PCT012F177,tract,missing,N,N,N,N,N,Y,missing,missing,female,70,70,missing
71 years,PCT12F,PCT012F178,tract,missing,N,N,N,N,N,Y,missing,missing,female,71,71,missing
72 years,PCT12F,PCT012F179,tract,missing,N,N,N,N,N,Y,missing,missing,female,72,72,missing
73 years,PCT12F,PCT012F180,tract,missing,N,N,N,N,N,Y,missing,missing,female,73,73,missing
74 years,PCT12F,PCT012F181,tract,missing,N,N,N,N,N,Y,missing,missing,female,74,74,missing
75 years,PCT12F,PCT012F182,tract,missing,N,N,N,N,N,Y,missing,missing,female,75,75,missing
76 years,PCT12F,PCT012F183,tract,missing,N,N,N,N,N,Y,missing,missing,female,76,76,missing
77 years,PCT12F,PCT012F184,tract,missing,N,N,N,N,N,Y,missing,missing,female,77,77,missing
78 years,PCT12F,PCT012F185,tract,missing,N,N,N,N,N,Y,missing,missing,female,78,78,missing
79 years,PCT12F,PCT012F186,tract,missing,N,N,N,N,N,Y,missing,missing,female,79,79,missing
80 years,PCT12F,PCT012F187,tract,missing,N,N,N,N,N,Y,missing,missing,female,80,80,missing
81 years,PCT12F,PCT012F188,tract,missing,N,N,N,N,N,Y,missing,missing,female,81,81,missing
82 years,PCT12F,PCT012F189,tract,missing,N,N,N,N,N,Y,missing,missing,female,82,82,missing
83 years,PCT12F,PCT012F190,tract,missing,N,N,N,N,N,Y,missing,missing,female,83,83,missing
84 years,PCT12F,PCT012F191,tract,missing,N,N,N,N,N,Y,missing,missing,female,84,84,missing
85 years,PCT12F,PCT012F192,tract,missing,N,N,N,N,N,Y,missing,missing,female,85,85,missing
86 years,PCT12F,PCT012F193,tract,missing,N,N,N,N,N,Y,missing,missing,female,86,86,missing
87 years,PCT12F,PCT012F194,tract,missing,N,N,N,N,N,Y,missing,missing,female,87,87,missing
88 years,PCT12F,PCT012F195,tract,missing,N,N,N,N,N,Y,missing,missing,female,88,88,missing
89 years,PCT12F,PCT012F196,tract,missing,N,N,N,N,N,Y,missing,missing,female,89,89,missing
90 years,PCT12F,PCT012F197,tract,missing,N,N,N,N,N,Y,missing,missing,female,90,90,missing
91 years,PCT12F,PCT012F198,tract,missing,N,N,N,N,N,Y,missing,missing,female,91,91,missing
92 years,PCT12F,PCT012F199,tract,missing,N,N,N,N,N,Y,missing,missing,female,92,92,missing
93 years,PCT12F,PCT012F200,tract,missing,N,N,N,N,N,Y,missing,missing,female,93,93,missing
94 years,PCT12F,PCT012F201,tract,missing,N,N,N,N,N,Y,missing,missing,female,94,94,missing
95 years,PCT12F,PCT012F202,tract,missing,N,N,N,N,N,Y,missing,missing,female,95,95,missing
96 years,PCT12F,PCT012F203,tract,missing,N,N,N,N,N,Y,missing,missing,female,96,96,missing
97 years,PCT12F,PCT012F204,tract,missing,N,N,N,N,N,Y,missing,missing,female,97,97,missing
98 years,PCT12F,PCT012F205,tract,missing,N,N,N,N,N,Y,missing,missing,female,98,98,missing
99 years,PCT12F,PCT012F206,tract,missing,N,N,N,N,N,Y,missing,missing,female,99,99,missing
100 to 104 years,PCT12F,PCT012F207,tract,missing,N,N,N,N,N,Y,missing,missing,female,100,104,missing
105 to 109 years,PCT12F,PCT012F208,tract,missing,N,N,N,N,N,Y,missing,missing,female,105,109,missing
110 years and over,PCT12F,PCT012F209,tract,missing,N,N,N,N,N,Y,missing,missing,female,110,110,missing
Under 1 year,PCT12G,PCT012G003,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,0,0,missing
1 year,PCT12G,PCT012G004,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,1,1,missing
2 years,PCT12G,PCT012G005,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,2,2,missing
3 years,PCT12G,PCT012G006,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,3,3,missing
4 years,PCT12G,PCT012G007,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,4,4,missing
5 years,PCT12G,PCT012G008,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,5,5,missing
6 years,PCT12G,PCT012G009,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,6,6,missing
7 years,PCT12G,PCT012G010,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,7,7,missing
8 years,PCT12G,PCT012G011,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,8,8,missing
9 years,PCT12G,PCT012G012,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,9,9,missing
10 years,PCT12G,PCT012G013,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,10,10,missing
11 years,PCT12G,PCT012G014,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,11,11,missing
12 years,PCT12G,PCT012G015,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,12,12,missing
13 years,PCT12G,PCT012G016,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,13,13,missing
14 years,PCT12G,PCT012G017,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,14,14,missing
15 years,PCT12G,PCT012G018,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,15,15,missing
16 years,PCT12G,PCT012G019,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,16,16,missing
17 years,PCT12G,PCT012G020,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,17,17,missing
18 years,PCT12G,PCT012G021,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,18,18,missing
19 years,PCT12G,PCT012G022,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,19,19,missing
20 years,PCT12G,PCT012G023,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,20,20,missing
21 years,PCT12G,PCT012G024,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,21,21,missing
22 years,PCT12G,PCT012G025,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,22,22,missing
23 years,PCT12G,PCT012G026,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,23,23,missing
24 years,PCT12G,PCT012G027,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,24,24,missing
25 years,PCT12G,PCT012G028,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,25,25,missing
26 years,PCT12G,PCT012G029,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,26,26,missing
27 years,PCT12G,PCT012G030,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,27,27,missing
28 years,PCT12G,PCT012G031,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,28,28,missing
29 years,PCT12G,PCT012G032,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,29,29,missing
30 years,PCT12G,PCT012G033,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,30,30,missing
31 years,PCT12G,PCT012G034,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,31,31,missing
32 years,PCT12G,PCT012G035,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,32,32,missing
33 years,PCT12G,PCT012G036,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,33,33,missing
34 years,PCT12G,PCT012G037,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,34,34,missing
35 years,PCT12G,PCT012G038,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,35,35,missing
36 years,PCT12G,PCT012G039,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,36,36,missing
37 years,PCT12G,PCT012G040,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,37,37,missing
38 years,PCT12G,PCT012G041,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,38,38,missing
39 years,PCT12G,PCT012G042,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,39,39,missing
40 years,PCT12G,PCT012G043,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,40,40,missing
41 years,PCT12G,PCT012G044,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,41,41,missing
42 years,PCT12G,PCT012G045,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,42,42,missing
43 years,PCT12G,PCT012G046,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,43,43,missing
44 years,PCT12G,PCT012G047,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,44,44,missing
45 years,PCT12G,PCT012G048,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,45,45,missing
46 years,PCT12G,PCT012G049,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,46,46,missing
47 years,PCT12G,PCT012G050,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,47,47,missing
48 years,PCT12G,PCT012G051,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,48,48,missing
49 years,PCT12G,PCT012G052,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,49,49,missing
50 years,PCT12G,PCT012G053,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,50,50,missing
51 years,PCT12G,PCT012G054,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,51,51,missing
52 years,PCT12G,PCT012G055,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,52,52,missing
53 years,PCT12G,PCT012G056,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,53,53,missing
54 years,PCT12G,PCT012G057,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,54,54,missing
55 years,PCT12G,PCT012G058,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,55,55,missing
56 years,PCT12G,PCT012G059,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,56,56,missing
57 years,PCT12G,PCT012G060,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,57,57,missing
58 years,PCT12G,PCT012G061,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,58,58,missing
59 years,PCT12G,PCT012G062,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,59,59,missing
60 years,PCT12G,PCT012G063,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,60,60,missing
61 years,PCT12G,PCT012G064,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,61,61,missing
62 years,PCT12G,PCT012G065,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,62,62,missing
63 years,PCT12G,PCT012G066,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,63,63,missing
64 years,PCT12G,PCT012G067,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,64,64,missing
65 years,PCT12G,PCT012G068,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,65,65,missing
66 years,PCT12G,PCT012G069,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,66,66,missing
67 years,PCT12G,PCT012G070,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,67,67,missing
68 years,PCT12G,PCT012G071,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,68,68,missing
69 years,PCT12G,PCT012G072,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,69,69,missing
70 years,PCT12G,PCT012G073,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,70,70,missing
71 years,PCT12G,PCT012G074,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,71,71,missing
72 years,PCT12G,PCT012G075,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,72,72,missing
73 years,PCT12G,PCT012G076,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,73,73,missing
74 years,PCT12G,PCT012G077,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,74,74,missing
75 years,PCT12G,PCT012G078,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,75,75,missing
76 years,PCT12G,PCT012G079,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,76,76,missing
77 years,PCT12G,PCT012G080,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,77,77,missing
78 years,PCT12G,PCT012G081,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,78,78,missing
79 years,PCT12G,PCT012G082,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,79,79,missing
80 years,PCT12G,PCT012G083,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,80,80,missing
81 years,PCT12G,PCT012G084,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,81,81,missing
82 years,PCT12G,PCT012G085,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,82,82,missing
83 years,PCT12G,PCT012G086,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,83,83,missing
84 years,PCT12G,PCT012G087,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,84,84,missing
85 years,PCT12G,PCT012G088,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,85,85,missing
86 years,PCT12G,PCT012G089,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,86,86,missing
87 years,PCT12G,PCT012G090,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,87,87,missing
88 years,PCT12G,PCT012G091,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,88,88,missing
89 years,PCT12G,PCT012G092,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,89,89,missing
90 years,PCT12G,PCT012G093,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,90,90,missing
91 years,PCT12G,PCT012G094,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,91,91,missing
92 years,PCT12G,PCT012G095,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,92,92,missing
93 years,PCT12G,PCT012G096,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,93,93,missing
94 years,PCT12G,PCT012G097,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,94,94,missing
95 years,PCT12G,PCT012G098,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,95,95,missing
96 years,PCT12G,PCT012G099,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,96,96,missing
97 years,PCT12G,PCT012G100,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,97,97,missing
98 years,PCT12G,PCT012G101,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,98,98,missing
99 years,PCT12G,PCT012G102,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,99,99,missing
100 to 104 years,PCT12G,PCT012G103,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,100,104,missing
105 to 109 years,PCT12G,PCT012G104,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,105,109,missing
110 years and over,PCT12G,PCT012G105,tract,missing,missing,missing,missing,missing,missing,missing,two,missing,male,110,110,missing
